Features,comp,Topic,k,Month,protos.random,n,comp1,comp2,Hop,protos,svm,diff,protos.diff,by
SBERT,LC-L,AsylumSeekers,16,May,0.5389,10,LC,L,1,0.5987,0.6295,0.0308,0.0598,Ideology
SBERT,LC-L,AsylumSeekers,16,Sep,0.5911,10,LC,L,1,0.6634,0.6669,0.0035,0.0723,Ideology
SBERT,LC-L,AsylumSeekers,32,Apr,0.611,10,LC,L,1,0.6547,0.6488,-0.006,0.0438,Ideology
SBERT,LC-L,AsylumSeekers,32,Aug,0.6139,10,LC,L,1,0.6413,0.6446,0.0033,0.0274,Ideology
SBERT,LC-L,AsylumSeekers,32,Feb,0.6598,10,LC,L,1,0.7035,0.6989,-0.0046,0.0437,Ideology
SBERT,LC-L,AsylumSeekers,32,Jan,0.6456,10,LC,L,1,0.6811,0.6679,-0.0132,0.0355,Ideology
SBERT,LC-L,AsylumSeekers,32,Jul,0.6377,10,LC,L,1,0.6722,0.6776,0.0054,0.0345,Ideology
SBERT,LC-L,AsylumSeekers,32,Jun,0.6092,10,LC,L,1,0.659,0.6657,0.0067,0.0499,Ideology
SBERT,LC-L,AsylumSeekers,32,Mar,0.6422,10,LC,L,1,0.6715,0.6766,0.0052,0.0293,Ideology
SBERT,LC-L,AsylumSeekers,32,May,0.5621,10,LC,L,1,0.6383,0.6295,-0.0088,0.0762,Ideology
SBERT,LC-L,AsylumSeekers,32,Sep,0.6166,10,LC,L,1,0.6576,0.6669,0.0093,0.0411,Ideology
SBERT,LC-L,ClimateChange,4,Apr,0.5537,10,LC,L,1,0.6433,0.6961,0.0528,0.0896,Ideology
SBERT,LC-L,ClimateChange,4,Aug,0.5533,10,LC,L,1,0.6187,0.683,0.0643,0.0654,Ideology
SBERT,LC-L,ClimateChange,4,Feb,0.5276,10,LC,L,1,0.63,0.686,0.056,0.1025,Ideology
SBERT,LC-L,ClimateChange,4,Jan,0.5468,10,LC,L,1,0.6338,0.6902,0.0564,0.0871,Ideology
SBERT,LC-L,ClimateChange,4,Jul,0.5737,10,LC,L,1,0.6194,0.6902,0.0708,0.0457,Ideology
SBERT,LC-L,ClimateChange,4,Jun,0.5443,10,LC,L,1,0.6195,0.6873,0.0678,0.0752,Ideology
SBERT,LC-L,ClimateChange,4,Mar,0.5419,10,LC,L,1,0.6136,0.7059,0.0923,0.0718,Ideology
SBERT,LC-L,ClimateChange,4,May,0.5545,10,LC,L,1,0.6536,0.6889,0.0353,0.0991,Ideology
SBERT,LC-L,ClimateChange,4,Sep,0.5464,10,LC,L,1,0.6162,0.6903,0.0741,0.0698,Ideology
SBERT,LC-L,ClimateChange,8,Apr,0.59,10,LC,L,1,0.6684,0.6961,0.0277,0.0784,Ideology
SBERT,LC-L,ClimateChange,8,Aug,0.568,10,LC,L,1,0.6309,0.683,0.0521,0.063,Ideology
SBERT,LC-L,ClimateChange,8,Feb,0.5447,10,LC,L,1,0.6354,0.686,0.0506,0.0907,Ideology
SBERT,LC-L,ClimateChange,8,Jan,0.5949,10,LC,L,1,0.6467,0.6902,0.0435,0.0518,Ideology
SBERT,LC-L,ClimateChange,8,Jul,0.5819,10,LC,L,1,0.6276,0.6902,0.0626,0.0457,Ideology
SBERT,LC-L,ClimateChange,8,Jun,0.5559,10,LC,L,1,0.6413,0.6873,0.046,0.0854,Ideology
SBERT,LC-L,ClimateChange,8,Mar,0.565,10,LC,L,1,0.6321,0.7059,0.0738,0.0671,Ideology
SBERT,LC-L,ClimateChange,8,May,0.5701,10,LC,L,1,0.6517,0.6889,0.0372,0.0816,Ideology
SBERT,LC-L,ClimateChange,8,Sep,0.5767,10,LC,L,1,0.6215,0.6903,0.0688,0.0448,Ideology
SBERT,LC-L,ClimateChange,16,Apr,0.6196,10,LC,L,1,0.6824,0.6961,0.0138,0.0628,Ideology
SBERT,LC-L,ClimateChange,16,Aug,0.5668,10,LC,L,1,0.6536,0.683,0.0294,0.0868,Ideology
SBERT,LC-L,ClimateChange,16,Feb,0.5747,10,LC,L,1,0.6512,0.686,0.0349,0.0765,Ideology
SBERT,LC-L,ClimateChange,16,Jan,0.5931,10,LC,L,1,0.6506,0.6902,0.0396,0.0575,Ideology
SBERT,LC-L,ClimateChange,16,Jul,0.5963,10,LC,L,1,0.6427,0.6902,0.0475,0.0464,Ideology
SBERT,LC-L,ClimateChange,16,Jun,0.5731,10,LC,L,1,0.6477,0.6873,0.0396,0.0746,Ideology
SBERT,LC-L,ClimateChange,16,Mar,0.5893,10,LC,L,1,0.643,0.7059,0.0629,0.0538,Ideology
SBERT,LC-L,ClimateChange,16,May,0.602,10,LC,L,1,0.6722,0.6889,0.0167,0.0702,Ideology
SBERT,LC-L,ClimateChange,16,Sep,0.5934,10,LC,L,1,0.6462,0.6903,0.0441,0.0529,Ideology
SBERT,LC-L,ClimateChange,32,Apr,0.6307,10,LC,L,1,0.6802,0.6961,0.0159,0.0495,Ideology
SBERT,LC-L,ClimateChange,32,Aug,0.6047,10,LC,L,1,0.6588,0.683,0.0242,0.0541,Ideology
SBERT,LC-L,ClimateChange,32,Feb,0.6007,10,LC,L,1,0.647,0.686,0.039,0.0463,Ideology
SBERT,LC-L,ClimateChange,32,Jan,0.6267,10,LC,L,1,0.6668,0.6902,0.0234,0.0402,Ideology
SBERT,LC-L,ClimateChange,32,Jul,0.6163,10,LC,L,1,0.6598,0.6902,0.0304,0.0434,Ideology
SBERT,LC-L,ClimateChange,32,Jun,0.6182,10,LC,L,1,0.6614,0.6873,0.0259,0.0432,Ideology
SBERT,LC-L,ClimateChange,32,Mar,0.6172,10,LC,L,1,0.6525,0.7059,0.0534,0.0354,Ideology
SBERT,LC-L,ClimateChange,32,May,0.6286,10,LC,L,1,0.6699,0.6889,0.019,0.0413,Ideology
SBERT,LC-L,ClimateChange,32,Sep,0.5908,10,LC,L,1,0.6535,0.6903,0.0369,0.0626,Ideology
SBERT,LC-L,GunControl,4,Apr,0.5599,10,LC,L,1,0.6386,0.6675,0.0289,0.0787,Ideology
SBERT,LC-L,GunControl,4,Aug,0.5115,10,LC,L,1,0.6053,0.6821,0.0768,0.0938,Ideology
SBERT,LC-L,GunControl,4,Feb,0.5563,10,LC,L,1,0.6152,0.667,0.0518,0.0589,Ideology
SBERT,LC-L,GunControl,4,Jan,0.5769,10,LC,L,1,0.6101,0.6909,0.0809,0.0332,Ideology
SBERT,LC-L,GunControl,4,Jul,0.5375,10,LC,L,1,0.58,0.623,0.043,0.0425,Ideology
SBERT,LC-L,GunControl,4,Jun,0.5296,10,LC,L,1,0.595,0.6428,0.0478,0.0654,Ideology
SBERT,LC-L,GunControl,4,Mar,0.5479,10,LC,L,1,0.6252,0.7136,0.0884,0.0773,Ideology
SBERT,LC-L,GunControl,4,May,0.5837,10,LC,L,1,0.6335,0.6734,0.0399,0.0498,Ideology
SBERT,LC-L,GunControl,4,Sep,0.5227,10,LC,L,1,0.5945,0.6866,0.0921,0.0718,Ideology
SBERT,LC-L,GunControl,8,Apr,0.5566,10,LC,L,1,0.6169,0.6675,0.0506,0.0603,Ideology
SBERT,LC-L,GunControl,8,Aug,0.5391,10,LC,L,1,0.6173,0.6821,0.0648,0.0782,Ideology
SBERT,LC-L,GunControl,8,Feb,0.5542,10,LC,L,1,0.6247,0.667,0.0423,0.0705,Ideology
SBERT,LC-L,GunControl,8,Jan,0.5833,10,LC,L,1,0.6435,0.6909,0.0474,0.0603,Ideology
SBERT,LC-L,GunControl,8,Jul,0.5468,10,LC,L,1,0.588,0.623,0.035,0.0412,Ideology
SBERT,LC-L,GunControl,8,Jun,0.5635,10,LC,L,1,0.5924,0.6428,0.0505,0.0288,Ideology
SBERT,LC-L,GunControl,8,Mar,0.5658,10,LC,L,1,0.6409,0.7136,0.0727,0.0751,Ideology
SBERT,LC-L,GunControl,8,May,0.6122,10,LC,L,1,0.655,0.6734,0.0183,0.0429,Ideology
SBERT,LC-L,GunControl,8,Sep,0.5584,10,LC,L,1,0.6009,0.6866,0.0857,0.0425,Ideology
SBERT,LC-L,GunControl,16,Apr,0.5918,10,LC,L,1,0.6541,0.6675,0.0133,0.0623,Ideology
SBERT,LC-L,GunControl,16,Aug,0.5658,10,LC,L,1,0.6331,0.6821,0.0491,0.0673,Ideology
SBERT,LC-L,GunControl,16,Feb,0.5687,10,LC,L,1,0.6485,0.667,0.0185,0.0798,Ideology
SBERT,LC-L,GunControl,16,Jan,0.5884,10,LC,L,1,0.6592,0.6909,0.0317,0.0709,Ideology
SBERT,LC-L,GunControl,16,Jul,0.5692,10,LC,L,1,0.6075,0.623,0.0155,0.0383,Ideology
SBERT,LC-L,GunControl,16,Jun,0.5721,10,LC,L,1,0.6362,0.6428,0.0066,0.0642,Ideology
SBERT,LC-L,GunControl,16,Mar,0.5906,10,LC,L,1,0.6554,0.7136,0.0583,0.0648,Ideology
SBERT,LC-L,GunControl,16,May,0.6322,10,LC,L,1,0.6644,0.6734,0.009,0.0322,Ideology
SBERT,LC-L,GunControl,16,Sep,0.5845,10,LC,L,1,0.6545,0.6866,0.032,0.07,Ideology
SBERT,LC-L,GunControl,32,Apr,0.6095,10,LC,L,1,0.6652,0.6675,0.0023,0.0556,Ideology
SBERT,LC-L,GunControl,32,Aug,0.5894,10,LC,L,1,0.6451,0.6821,0.037,0.0557,Ideology
SBERT,LC-L,GunControl,32,Feb,0.6165,10,LC,L,1,0.6471,0.667,0.0199,0.0306,Ideology
SBERT,LC-L,GunControl,32,Jan,0.6084,10,LC,L,1,0.6719,0.6909,0.019,0.0635,Ideology
SBERT,LC-L,GunControl,32,Jul,0.569,10,LC,L,1,0.5861,0.623,0.0369,0.0172,Ideology
SBERT,LC-L,GunControl,32,Jun,0.6115,10,LC,L,1,0.6386,0.6428,0.0042,0.0272,Ideology
SBERT,LC-L,GunControl,32,Mar,0.6096,10,LC,L,1,0.69,0.7136,0.0236,0.0804,Ideology
SBERT,LC-L,GunControl,32,May,0.6408,10,LC,L,1,0.6679,0.6734,0.0055,0.0272,Ideology
SBERT,LC-L,GunControl,32,Sep,0.585,10,LC,L,1,0.6512,0.6866,0.0354,0.0662,Ideology
SBERT,LC-L,IllegalImmi,4,Apr,0.5216,10,LC,L,1,0.637,0.7183,0.0812,0.1154,Ideology
SBERT,LC-L,IllegalImmi,4,Aug,0.6146,10,LC,L,1,0.668,0.6926,0.0246,0.0534,Ideology
SBERT,LC-L,IllegalImmi,4,Feb,0.6013,10,LC,L,1,0.6294,0.6968,0.0674,0.0282,Ideology
SBERT,LC-L,IllegalImmi,4,Jan,0.575,10,LC,L,1,0.657,0.74,0.083,0.082,Ideology
SBERT,LC-L,IllegalImmi,4,Jul,0.559,10,LC,L,1,0.6208,0.7165,0.0957,0.0618,Ideology
SBERT,LC-L,IllegalImmi,4,Jun,0.5334,10,LC,L,1,0.6147,0.6541,0.0394,0.0813,Ideology
SBERT,LC-L,IllegalImmi,4,Mar,0.5754,10,LC,L,1,0.6621,0.7307,0.0686,0.0867,Ideology
SBERT,LC-L,IllegalImmi,4,May,0.5327,10,LC,L,1,0.6292,0.6881,0.0589,0.0964,Ideology
SBERT,LC-L,IllegalImmi,4,Sep,0.5026,10,LC,L,1,0.6157,0.6485,0.0328,0.1131,Ideology
SBERT,LC-L,IllegalImmi,8,Apr,0.5419,10,LC,L,1,0.6674,0.7183,0.0509,0.1255,Ideology
SBERT,LC-L,IllegalImmi,8,Aug,0.6045,10,LC,L,1,0.6731,0.6926,0.0194,0.0686,Ideology
SBERT,LC-L,IllegalImmi,8,Feb,0.5987,10,LC,L,1,0.6452,0.6968,0.0517,0.0465,Ideology
SBERT,LC-L,IllegalImmi,8,Jan,0.617,10,LC,L,1,0.6913,0.74,0.0487,0.0743,Ideology
SBERT,LC-L,IllegalImmi,8,Jul,0.565,10,LC,L,1,0.6637,0.7165,0.0529,0.0987,Ideology
SBERT,LC-L,IllegalImmi,8,Jun,0.5608,10,LC,L,1,0.6178,0.6541,0.0363,0.057,Ideology
SBERT,LC-L,IllegalImmi,8,Mar,0.5839,10,LC,L,1,0.6939,0.7307,0.0368,0.11,Ideology
SBERT,LC-L,IllegalImmi,8,May,0.5691,10,LC,L,1,0.6425,0.6881,0.0456,0.0735,Ideology
SBERT,LC-L,IllegalImmi,8,Sep,0.5596,10,LC,L,1,0.6334,0.6485,0.0151,0.0738,Ideology
SBERT,LC-L,IllegalImmi,16,Apr,0.5635,10,LC,L,1,0.664,0.7183,0.0542,0.1005,Ideology
SBERT,LC-L,IllegalImmi,16,Aug,0.6423,10,LC,L,1,0.6817,0.6926,0.0109,0.0394,Ideology
SBERT,LC-L,IllegalImmi,16,Feb,0.6198,10,LC,L,1,0.6662,0.6968,0.0306,0.0464,Ideology
SBERT,LC-L,IllegalImmi,16,Jan,0.6391,10,LC,L,1,0.6917,0.74,0.0483,0.0526,Ideology
SBERT,LC-L,IllegalImmi,16,Jul,0.5869,10,LC,L,1,0.6816,0.7165,0.0349,0.0948,Ideology
SBERT,LC-L,IllegalImmi,16,Jun,0.5884,10,LC,L,1,0.6262,0.6541,0.0279,0.0379,Ideology
SBERT,LC-L,IllegalImmi,16,Mar,0.6055,10,LC,L,1,0.7046,0.7307,0.0261,0.0991,Ideology
SBERT,LC-L,IllegalImmi,16,May,0.6127,10,LC,L,1,0.6479,0.6881,0.0402,0.0352,Ideology
SBERT,LC-L,IllegalImmi,16,Sep,0.5912,10,LC,L,1,0.6502,0.6485,-0.0018,0.0591,Ideology
SBERT,LC-L,IllegalImmi,32,Apr,0.6034,10,LC,L,1,0.6822,0.7183,0.0361,0.0787,Ideology
SBERT,LC-L,IllegalImmi,32,Aug,0.6593,10,LC,L,1,0.6903,0.6926,0.0023,0.031,Ideology
SBERT,LC-L,IllegalImmi,32,Feb,0.6246,10,LC,L,1,0.6904,0.6968,0.0064,0.0658,Ideology
SBERT,LC-L,IllegalImmi,32,Jan,0.6576,10,LC,L,1,0.6971,0.74,0.0429,0.0395,Ideology
SBERT,LC-L,IllegalImmi,32,Jul,0.6222,10,LC,L,1,0.6858,0.7165,0.0308,0.0636,Ideology
SBERT,LC-L,IllegalImmi,32,Jun,0.5871,10,LC,L,1,0.6403,0.6541,0.0138,0.0532,Ideology
SBERT,LC-L,IllegalImmi,32,Mar,0.6371,10,LC,L,1,0.7173,0.7307,0.0134,0.0801,Ideology
SBERT,LC-L,IllegalImmi,32,May,0.6136,10,LC,L,1,0.6693,0.6881,0.0187,0.0558,Ideology
SBERT,LC-L,IllegalImmi,32,Sep,0.5975,10,LC,L,1,0.6507,0.6485,-0.0022,0.0531,Ideology
SBERT,LC-L,LGBT,4,Apr,0.5148,10,LC,L,1,0.594,0.6975,0.1034,0.0793,Ideology
SBERT,LC-L,LGBT,4,Aug,0.5324,10,LC,L,1,0.5506,0.6592,0.1086,0.0182,Ideology
SBERT,LC-L,LGBT,4,Feb,0.5349,10,LC,L,1,0.5766,0.6991,0.1225,0.0417,Ideology
SBERT,LC-L,LGBT,4,Jan,0.5163,10,LC,L,1,0.5566,0.6771,0.1206,0.0403,Ideology
SBERT,LC-L,LGBT,4,Jul,0.5296,10,LC,L,1,0.5713,0.6495,0.0782,0.0417,Ideology
SBERT,LC-L,LGBT,4,Jun,0.519,10,LC,L,1,0.5587,0.6654,0.1067,0.0398,Ideology
SBERT,LC-L,LGBT,4,Mar,0.5203,10,LC,L,1,0.5661,0.6857,0.1196,0.0459,Ideology
SBERT,LC-L,LGBT,4,May,0.5123,10,LC,L,1,0.5881,0.7024,0.1143,0.0758,Ideology
SBERT,LC-L,LGBT,4,Sep,0.5269,10,LC,L,1,0.5749,0.6604,0.0856,0.048,Ideology
SBERT,LC-L,LGBT,8,Apr,0.5268,10,LC,L,1,0.5994,0.6975,0.098,0.0727,Ideology
SBERT,LC-L,LGBT,8,Aug,0.5423,10,LC,L,1,0.5817,0.6592,0.0775,0.0394,Ideology
SBERT,LC-L,LGBT,8,Feb,0.5529,10,LC,L,1,0.6089,0.6991,0.0902,0.056,Ideology
SBERT,LC-L,LGBT,8,Jan,0.5314,10,LC,L,1,0.5719,0.6771,0.1053,0.0405,Ideology
SBERT,LC-L,LGBT,8,Jul,0.5294,10,LC,L,1,0.5923,0.6495,0.0572,0.0629,Ideology
SBERT,LC-L,LGBT,8,Jun,0.5351,10,LC,L,1,0.5886,0.6654,0.0768,0.0535,Ideology
SBERT,LC-L,LGBT,8,Mar,0.5247,10,LC,L,1,0.5769,0.6857,0.1088,0.0522,Ideology
SBERT,LC-L,LGBT,8,May,0.5271,10,LC,L,1,0.6058,0.7024,0.0966,0.0787,Ideology
SBERT,LC-L,LGBT,8,Sep,0.532,10,LC,L,1,0.5971,0.6604,0.0633,0.0651,Ideology
SBERT,LC-L,LGBT,16,Apr,0.5508,10,LC,L,1,0.6259,0.6975,0.0716,0.0751,Ideology
SBERT,LC-L,LGBT,16,Aug,0.5568,10,LC,L,1,0.6138,0.6592,0.0454,0.057,Ideology
SBERT,LC-L,LGBT,16,Feb,0.5614,10,LC,L,1,0.6413,0.6991,0.0578,0.0799,Ideology
SBERT,LC-L,LGBT,16,Jan,0.5463,10,LC,L,1,0.6102,0.6771,0.0669,0.0639,Ideology
SBERT,LC-L,LGBT,16,Jul,0.5506,10,LC,L,1,0.6092,0.6495,0.0404,0.0586,Ideology
SBERT,LC-L,LGBT,16,Jun,0.5351,10,LC,L,1,0.5931,0.6654,0.0724,0.058,Ideology
SBERT,LC-L,LGBT,16,Mar,0.5398,10,LC,L,1,0.6004,0.6857,0.0852,0.0607,Ideology
SBERT,LC-L,LGBT,16,May,0.5651,10,LC,L,1,0.6419,0.7024,0.0604,0.0768,Ideology
SBERT,LC-L,LGBT,16,Sep,0.5402,10,LC,L,1,0.6138,0.6604,0.0466,0.0735,Ideology
SBERT,LC-L,LGBT,32,Apr,0.5713,10,LC,L,1,0.636,0.6975,0.0615,0.0646,Ideology
SBERT,LC-L,LGBT,32,Aug,0.5616,10,LC,L,1,0.6284,0.6592,0.0308,0.0669,Ideology
SBERT,LC-L,LGBT,32,Feb,0.5944,10,LC,L,1,0.6529,0.6991,0.0462,0.0585,Ideology
SBERT,LC-L,LGBT,32,Jan,0.5692,10,LC,L,1,0.6127,0.6771,0.0644,0.0434,Ideology
SBERT,LC-L,LGBT,32,Jul,0.55,10,LC,L,1,0.6214,0.6495,0.0281,0.0713,Ideology
SBERT,LC-L,LGBT,32,Jun,0.5511,10,LC,L,1,0.6135,0.6654,0.0519,0.0624,Ideology
SBERT,LC-L,LGBT,32,Mar,0.5583,10,LC,L,1,0.6205,0.6857,0.0652,0.0622,Ideology
SBERT,LC-L,LGBT,32,May,0.5934,10,LC,L,1,0.6481,0.7024,0.0543,0.0546,Ideology
SBERT,LC-L,LGBT,32,Sep,0.5501,10,LC,L,1,0.6335,0.6604,0.027,0.0834,Ideology
SBERT,R-L,AsylumSeekers,4,Apr,0.5627,10,R,L,4,0.6033,0.6529,0.0496,0.0406,Ideology
SBERT,R-L,AsylumSeekers,4,Aug,0.5381,10,R,L,4,0.6084,0.6751,0.0666,0.0703,Ideology
SBERT,R-L,AsylumSeekers,4,Feb,0.544,10,R,L,4,0.6321,0.6754,0.0434,0.0881,Ideology
SBERT,R-L,AsylumSeekers,4,Jan,0.6074,10,R,L,4,0.6611,0.6957,0.0347,0.0537,Ideology
SBERT,R-L,AsylumSeekers,4,Jul,0.5493,10,R,L,4,0.6184,0.6891,0.0708,0.0691,Ideology
SBERT,R-L,AsylumSeekers,4,Jun,0.5502,10,R,L,4,0.6053,0.6655,0.0602,0.0551,Ideology
SBERT,R-L,AsylumSeekers,4,Mar,0.5841,10,R,L,4,0.646,0.7006,0.0546,0.0619,Ideology
SBERT,R-L,AsylumSeekers,4,May,0.5414,10,R,L,4,0.5878,0.6533,0.0655,0.0464,Ideology
SBERT,R-L,AsylumSeekers,4,Sep,0.5635,10,R,L,4,0.6527,0.7246,0.0718,0.0892,Ideology
SBERT,R-L,AsylumSeekers,8,Apr,0.5532,10,R,L,4,0.6014,0.6529,0.0515,0.0482,Ideology
SBERT,R-L,AsylumSeekers,8,Aug,0.6111,10,R,L,4,0.6314,0.6751,0.0437,0.0203,Ideology
SBERT,R-L,AsylumSeekers,8,Feb,0.566,10,R,L,4,0.6449,0.6754,0.0305,0.079,Ideology
SBERT,R-L,AsylumSeekers,8,Jan,0.6134,10,R,L,4,0.67,0.6957,0.0258,0.0566,Ideology
SBERT,R-L,AsylumSeekers,8,Jul,0.5661,10,R,L,4,0.6323,0.6891,0.0569,0.0662,Ideology
SBERT,R-L,AsylumSeekers,8,Jun,0.5767,10,R,L,4,0.636,0.6655,0.0295,0.0594,Ideology
SBERT,R-L,AsylumSeekers,8,Mar,0.5677,10,R,L,4,0.6534,0.7006,0.0472,0.0857,Ideology
SBERT,R-L,AsylumSeekers,8,May,0.5703,10,R,L,4,0.5885,0.6533,0.0648,0.0182,Ideology
SBERT,R-L,AsylumSeekers,8,Sep,0.586,10,R,L,4,0.674,0.7246,0.0505,0.088,Ideology
SBERT,R-L,AsylumSeekers,16,Apr,0.5591,10,R,L,4,0.6139,0.6529,0.039,0.0548,Ideology
SBERT,R-L,AsylumSeekers,16,Aug,0.6137,10,R,L,4,0.6603,0.6751,0.0148,0.0466,Ideology
SBERT,R-L,AsylumSeekers,16,Feb,0.618,10,R,L,4,0.6673,0.6754,0.0081,0.0493,Ideology
SBERT,R-L,AsylumSeekers,16,Jan,0.6202,10,R,L,4,0.6829,0.6957,0.0128,0.0628,Ideology
SBERT,R-L,AsylumSeekers,16,Jul,0.5937,10,R,L,4,0.6483,0.6891,0.0408,0.0546,Ideology
SBERT,R-L,AsylumSeekers,16,Jun,0.6069,10,R,L,4,0.656,0.6655,0.0095,0.0491,Ideology
SBERT,R-L,AsylumSeekers,16,Mar,0.6062,10,R,L,4,0.6674,0.7006,0.0332,0.0612,Ideology
SBERT,R-L,AsylumSeekers,16,May,0.5546,10,R,L,4,0.6204,0.6533,0.033,0.0658,Ideology
SBERT,R-L,AsylumSeekers,16,Sep,0.6518,10,R,L,4,0.7053,0.7246,0.0192,0.0536,Ideology
SBERT,R-L,AsylumSeekers,32,Apr,0.6,10,R,L,4,0.6163,0.6529,0.0366,0.0163,Ideology
SBERT,R-L,AsylumSeekers,32,Aug,0.6152,10,R,L,4,0.6558,0.6751,0.0193,0.0406,Ideology
SBERT,R-L,AsylumSeekers,32,Feb,0.6556,10,R,L,4,0.6725,0.6754,0.0029,0.0169,Ideology
SBERT,R-L,AsylumSeekers,32,Jan,0.6424,10,R,L,4,0.6849,0.6957,0.0108,0.0425,Ideology
SBERT,R-L,AsylumSeekers,32,Jul,0.6041,10,R,L,4,0.6654,0.6891,0.0237,0.0613,Ideology
SBERT,R-L,AsylumSeekers,32,Jun,0.6304,10,R,L,4,0.6572,0.6655,0.0083,0.0267,Ideology
SBERT,R-L,AsylumSeekers,32,Mar,0.6477,10,R,L,4,0.7,0.7006,6e-04,0.0523,Ideology
SBERT,R-L,AsylumSeekers,32,May,0.6082,10,R,L,4,0.6192,0.6533,0.0342,0.0109,Ideology
SBERT,R-L,AsylumSeekers,32,Sep,0.6548,10,R,L,4,0.7391,0.7246,-0.0145,0.0843,Ideology
SBERT,R-L,ClimateChange,4,Apr,0.5215,10,R,L,4,0.6225,0.6972,0.0747,0.101,Ideology
SBERT,R-L,ClimateChange,4,Aug,0.5637,10,R,L,4,0.6036,0.6832,0.0796,0.0399,Ideology
SBERT,R-L,ClimateChange,4,Feb,0.5034,10,R,L,4,0.578,0.6736,0.0956,0.0745,Ideology
SBERT,R-L,ClimateChange,4,Jan,0.5275,10,R,L,4,0.5823,0.6917,0.1094,0.0548,Ideology
SBERT,R-L,ClimateChange,4,Jul,0.5243,10,R,L,4,0.5814,0.6833,0.1018,0.0571,Ideology
SBERT,R-L,ClimateChange,4,Jun,0.5231,10,R,L,4,0.5681,0.67,0.1019,0.045,Ideology
SBERT,R-L,ClimateChange,4,Mar,0.5348,10,R,L,4,0.5702,0.7054,0.1352,0.0354,Ideology
SBERT,R-L,ClimateChange,4,May,0.5363,10,R,L,4,0.6138,0.6916,0.0778,0.0776,Ideology
SBERT,R-L,ClimateChange,4,Sep,0.5484,10,R,L,4,0.619,0.7094,0.0904,0.0706,Ideology
SBERT,R-L,ClimateChange,8,Apr,0.5512,10,R,L,4,0.6428,0.6972,0.0544,0.0917,Ideology
SBERT,R-L,ClimateChange,8,Aug,0.5756,10,R,L,4,0.6318,0.6832,0.0515,0.0561,Ideology
SBERT,R-L,ClimateChange,8,Feb,0.5294,10,R,L,4,0.6047,0.6736,0.0689,0.0752,Ideology
SBERT,R-L,ClimateChange,8,Jan,0.5365,10,R,L,4,0.6121,0.6917,0.0796,0.0756,Ideology
SBERT,R-L,ClimateChange,8,Jul,0.5418,10,R,L,4,0.6005,0.6833,0.0828,0.0587,Ideology
SBERT,R-L,ClimateChange,8,Jun,0.5545,10,R,L,4,0.621,0.67,0.049,0.0665,Ideology
SBERT,R-L,ClimateChange,8,Mar,0.553,10,R,L,4,0.6035,0.7054,0.1019,0.0506,Ideology
SBERT,R-L,ClimateChange,8,May,0.5621,10,R,L,4,0.6322,0.6916,0.0595,0.07,Ideology
SBERT,R-L,ClimateChange,8,Sep,0.5665,10,R,L,4,0.6366,0.7094,0.0729,0.07,Ideology
SBERT,R-L,ClimateChange,16,Apr,0.587,10,R,L,4,0.6406,0.6972,0.0566,0.0536,Ideology
SBERT,R-L,ClimateChange,16,Aug,0.6003,10,R,L,4,0.648,0.6832,0.0352,0.0477,Ideology
SBERT,R-L,ClimateChange,16,Feb,0.5528,10,R,L,4,0.624,0.6736,0.0496,0.0712,Ideology
SBERT,R-L,ClimateChange,16,Jan,0.5774,10,R,L,4,0.628,0.6917,0.0638,0.0506,Ideology
SBERT,R-L,ClimateChange,16,Jul,0.5471,10,R,L,4,0.6529,0.6833,0.0304,0.1058,Ideology
SBERT,R-L,ClimateChange,16,Jun,0.5747,10,R,L,4,0.6281,0.67,0.042,0.0534,Ideology
SBERT,R-L,ClimateChange,16,Mar,0.5532,10,R,L,4,0.6298,0.7054,0.0756,0.0766,Ideology
SBERT,R-L,ClimateChange,16,May,0.5672,10,R,L,4,0.6516,0.6916,0.04,0.0844,Ideology
SBERT,R-L,ClimateChange,16,Sep,0.5841,10,R,L,4,0.6565,0.7094,0.0529,0.0724,Ideology
SBERT,R-L,ClimateChange,32,Apr,0.6192,10,R,L,4,0.6708,0.6972,0.0264,0.0516,Ideology
SBERT,R-L,ClimateChange,32,Aug,0.599,10,R,L,4,0.6711,0.6832,0.0121,0.0721,Ideology
SBERT,R-L,ClimateChange,32,Feb,0.5788,10,R,L,4,0.6474,0.6736,0.0262,0.0686,Ideology
SBERT,R-L,ClimateChange,32,Jan,0.5823,10,R,L,4,0.6576,0.6917,0.0341,0.0753,Ideology
SBERT,R-L,ClimateChange,32,Jul,0.5646,10,R,L,4,0.6559,0.6833,0.0274,0.0913,Ideology
SBERT,R-L,ClimateChange,32,Jun,0.565,10,R,L,4,0.6479,0.67,0.0221,0.0828,Ideology
SBERT,R-L,ClimateChange,32,Mar,0.5699,10,R,L,4,0.6645,0.7054,0.0409,0.0946,Ideology
SBERT,R-L,ClimateChange,32,May,0.6017,10,R,L,4,0.6815,0.6916,0.0102,0.0798,Ideology
SBERT,R-L,ClimateChange,32,Sep,0.6055,10,R,L,4,0.6834,0.7094,0.026,0.078,Ideology
SBERT,R-L,GunControl,4,Apr,0.5944,10,R,L,4,0.6012,0.6628,0.0616,0.0068,Ideology
SBERT,R-L,GunControl,4,Aug,0.5537,10,R,L,4,0.6226,0.7284,0.1058,0.0689,Ideology
SBERT,R-L,GunControl,4,Feb,0.5873,10,R,L,4,0.6801,0.7443,0.0641,0.0929,Ideology
